,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1570,1009,39.0,4.7,13.076762,80.261865,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,20002.520241295624
1571,9390,27.0,4.6,17.471668,78.448321,Sunny,High,2,Buffet,motorcycle,0.0,No,Urban,19,20002.520241295624
1572,33818,31.0,4.7,0.03,0.03,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241295624
1573,20336,30.0,4.7,12.380972,76.729264,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.520241295624
1574,10017,34.0,4.7,13.116047,80.348114,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.520241295624
1575,21048,34.0,5.0,15.64315,73.91346,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520241295624
1576,2383,23.0,4.9,22.857021,76.014167,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.520241295624
1577,14158,32.0,4.8,12.407978,76.686792,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.520241295624
1578,18115,32.0,4.8,18.620963,73.918972,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.52024128877
1579,28124,34.0,4.8,19.246269,72.906721,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.52024128877
1580,44116,30.0,5.0,12.990221,77.665396,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.52024128877
1581,37630,25.0,4.6,0.13,0.13,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.52024128877
1582,2266,31.0,4.1,13.115479,80.30311,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,44,20002.52024128877
1583,28256,28.0,4.8,12.409524,76.75262,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.52024128877
1584,22619,28.0,4.7,23.316261,77.429605,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,12,20002.52024128877
1585,7323,33.0,4.0,13.044179,77.725797,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,20002.52024128877
1586,11418,,,23.439194,85.405447,,,3,Meal,motorcycle,,No,Urban,40,20002.52024128877
1587,14673,20.0,4.7,13.064694,80.28147,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,13,20002.52024128877
1588,6048,,,18.570963,73.868972,Fog,High,0,Snack,motorcycle,1.0,No,,29,20002.52024128877
1589,9285,20.0,5.0,12.986229,77.676791,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37,20002.52024128877
1590,1350,33.0,4.9,17.49233,78.529654,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,20002.52024128877
1591,22033,35.0,4.7,13.078616,80.284151,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.520241280527
1592,17228,33.0,4.7,11.046686,76.991736,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520241280527
1593,24980,33.0,4.7,18.613934,73.965367,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520241280527
1594,30665,23.0,4.9,21.226608,72.834136,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.520241280527
1595,3474,34.0,4.3,17.543809,78.496744,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.520241280527
1596,2312,28.0,4.2,19.024237,72.855553,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520241280527
1597,43092,35.0,3.9,17.570827,78.523391,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520241280527
1598,26834,20.0,4.6,19.337222,73.102281,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.520241280527
1599,25834,27.0,4.2,18.556947,73.910626,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520241280527
1600,17348,34.0,5.0,22.772225,75.914765,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,20002.520241280527
1601,38634,26.0,4.9,26.992908,75.882934,Sunny,Jam,1,Meal,scooter,1.0,No,,16,20002.520241280527
1602,25406,,,12.307954,76.675169,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520241277525
1603,42935,36.0,4.2,12.990221,77.665396,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520241277525
1604,649,38.0,4.8,12.366356,76.659103,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.520241277525
1605,20770,35.0,4.8,22.805536,75.953106,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,31,20002.520241277525
1606,16098,33.0,4.8,22.767021,75.924167,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520241277525
1607,11638,30.0,3.6,12.409524,76.75262,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,20002.520241277525
1608,8966,36.0,4.0,23.45925,85.450464,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.520241277525
1609,30244,24.0,4.7,12.413994,76.716167,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.520241277525
1610,42794,32.0,4.7,10.075573,76.376958,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520241277525
1611,8240,24.0,5.0,30.929584,75.839346,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520241272938
1612,32509,20.0,4.9,17.508998,78.550366,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,19,20002.520241272938
1613,24786,34.0,4.6,12.304747,76.645861,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520241272938
1614,30168,27.0,4.6,22.805835,75.967648,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.520241272938
1615,40640,22.0,5.0,22.81806,75.9634,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Urban,26,20002.520241272938
1616,18012,29.0,4.6,11.050375,76.99295,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,30,20002.520241272938
1617,35563,25.0,4.0,22.321603,73.175012,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520241272938
1618,41839,27.0,4.6,19.19663,72.899976,Sunny,Jam,0,Snack,motorcycle,,No,Urban,22,20002.520241272938
1619,45346,30.0,5.0,21.243343,72.862731,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.520241272938
1620,36442,24.0,5.0,0.04,0.04,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.520241272938
1621,16231,31.0,4.9,22.815536,75.963106,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.520241272938
1622,32615,36.0,5.0,23.444989,85.405486,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38,20002.520241272938
1623,32758,29.0,4.5,18.616719,73.910327,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.520241272232
1624,42222,27.0,4.6,13.179645,80.372268,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,28,20002.520241272232
1625,31640,22.0,5.0,0.08,0.08,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.520241272232
1626,764,39.0,4.9,13.030324,77.705748,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520241272232
1627,9129,26.0,4.0,21.313434,72.944492,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,32,20002.520241272232
1628,3847,33.0,4.5,11.130762,77.111876,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.520241272232
1629,23856,27.0,4.8,30.372509,78.091187,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520241272232
1630,43153,23.0,4.6,13.040324,77.715748,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,20002.520241270893
1631,37090,30.0,4.7,21.217735,72.828778,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.520241270893
1632,22988,36.0,4.2,13.084181,80.256442,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.520241270893
1633,5873,23.0,4.9,18.626718,73.920327,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520241270893
1634,9948,30.0,4.9,19.161458,72.897808,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,45,20002.520241270893
1635,45439,37.0,4.6,12.416356,76.709103,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,53,20002.520241270893
1636,32533,33.0,4.5,26.932908,75.822934,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241270893
1637,16235,31.0,4.1,10.078483,76.385211,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.520241270893
1638,17636,23.0,4.8,26.912328,75.804257,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,23,20002.520241270893
1639,26864,21.0,4.6,19.916428,75.404792,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.520241270893
1640,21416,20.0,4.7,18.652718,73.833572,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,20,20002.520241270893
1641,22037,35.0,4.7,13.089645,80.282268,Sunny,High,2,Buffet,scooter,1.0,No,Urban,23,20002.520241270893
1642,38441,38.0,4.8,12.963298,77.644293,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,24,20002.520241270893
1643,8925,28.0,4.7,18.643935,73.995367,Sunny,Low,0,Buffet,motorcycle,1.0,No,,27,20002.520241269547
1644,24650,21.0,5.0,19.950256,75.393503,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,17,20002.520241269547
1645,18191,28.0,4.6,13.135801,80.380744,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,29,20002.520241269547
1646,24694,34.0,5.0,11.048638,77.024311,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520241269547
1647,43777,36.0,4.7,22.835536,75.983106,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,26,20002.520241269547
1648,21888,28.0,4.8,19.014049,72.845203,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,19,20002.520241269547
1649,26168,39.0,4.9,18.656947,74.010626,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,47,20002.520241269547
1650,31722,32.0,5.0,17.48971,78.398855,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.520241269547
1651,39608,37.0,4.8,23.389194,85.355447,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241269547
1652,11436,20.0,4.8,21.276438,72.884115,Sandstorms,Jam,2,Buffet,scooter,1.0,No,,24,20002.520241269547
1653,165,39.0,4.7,25.513994,81.930187,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,20002.520241269547
1654,33315,39.0,4.9,21.279569,72.902697,Windy,Low,2,Buffet,scooter,0.0,No,Urban,17,20002.520241269547
1655,42281,20.0,5.0,17.470827,78.423391,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.52024126513
1656,21483,24.0,4.8,13.066279,80.214568,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.52024126513
1657,38715,38.0,4.1,23.369407,85.335055,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.52024126513
1658,12286,34.0,4.7,17.499585,78.462621,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,20002.52024126513
1659,42097,38.0,4.7,13.096286,80.345235,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,20002.52024126513
1660,36024,21.0,4.6,17.480851,78.409347,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16,20002.52024126513
1661,40751,38.0,4.8,0.13,0.13,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,26,20002.52024126513
1662,43908,39.0,5.0,13.124347,80.327221,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,36,20002.52024126513
1663,19211,25.0,4.6,18.609299,73.967902,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.52024126513
1664,45179,22.0,4.7,13.005662,77.68413,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.52024126513
1665,38977,22.0,4.8,18.593811,73.959315,Windy,Medium,1,Drinks,motorcycle,1.0,No,,25,20002.52024126513
1666,20869,37.0,4.8,26.974142,75.865704,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,20,20002.520241262337
1667,36093,29.0,4.7,12.989166,77.650709,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,20002.520241262337
1668,12788,38.0,4.2,23.284459,77.504976,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,20002.520241262337
1669,22855,29.0,4.7,19.248321,72.904715,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.520241262337
1670,43798,31.0,3.4,19.231999,73.018493,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520241262337
1671,24814,,,23.394422,85.3729,,,3,Snack,scooter,1.0,No,Metropolitian,30,20002.520241262337
1672,13862,34.0,5.0,17.471477,78.44035,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.520241262337
1673,12547,34.0,4.4,18.573811,73.939315,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.520241262337
1674,6459,,,11.041753,77.026241,,,1,Meal,scooter,0.0,No,Metropolitian,15,20002.520241262337
1675,4445,21.0,4.6,0.05,0.05,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520241262337
1676,24025,27.0,4.2,22.808163,75.964212,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.520241262337
1677,8116,39.0,4.6,10.029363,76.335001,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520241262337
1678,36270,31.0,4.9,12.394747,76.735861,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,54,20002.5202412598
1679,17031,38.0,5.0,23.469407,85.435055,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,23,20002.5202412598
1680,40280,33.0,4.8,22.755835,75.917648,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.5202412598
1681,44422,24.0,4.8,31.022978,75.951847,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.5202412598
1682,21960,23.0,4.9,27.255928,78.058092,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.5202412598
1683,32719,20.0,4.8,12.341072,76.684878,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,20002.5202412598
1684,403,29.0,4.8,21.279669,72.902629,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,20002.5202412598
1685,42274,28.0,4.9,23.409407,85.375055,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,14,20002.5202412598
1686,12429,34.0,4.6,23.377804,85.345146,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.5202412598
1687,18769,27.0,4.7,12.363994,76.666167,Sandstorms,High,1,Meal,scooter,0.0,No,Urban,26,20002.5202412598
1688,6813,25.0,4.0,26.92519,75.830753,Stormy,Low,0,Snack,motorcycle,,No,Urban,15,20002.520241259528
1689,45266,39.0,4.8,21.259569,72.882697,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.520241259528
1690,1347,21.0,5.0,21.263434,72.894492,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.520241259528
1691,2619,,,19.1893,72.905451,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,35,20002.520241259528
1692,158,39.0,4.7,10.105573,76.406958,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,21,20002.520241259528
1693,9448,32.0,4.4,18.632718,73.813572,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.520241259528
1694,8403,25.0,4.7,30.975814,75.876976,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,26,20002.520241259528
1695,44871,37.0,4.9,12.387978,76.666792,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,16,20002.520241259528
1696,30438,37.0,4.4,23.484422,85.4629,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.520241259528
1697,13849,21.0,4.6,10.019186,76.357361,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,22,20002.520241259528
1698,33608,32.0,4.9,22.773659,75.923365,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520241259528
1699,24413,24.0,5.0,12.405461,76.712278,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.520241259528
1700,12555,31.0,5.0,18.593934,73.945367,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.52024125662
1701,18552,32.0,4.9,22.37279,73.230283,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,24,20002.52024125662
1702,21856,28.0,4.8,10.070706,76.419516,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,20002.52024125662
1703,19485,38.0,4.4,13.069496,77.755999,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.52024125662
1704,43911,23.0,4.8,12.436356,76.729103,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.52024125662
1705,41859,22.0,4.7,0.03,0.03,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,10,20002.52024125662
1706,1632,34.0,4.4,26.554986,80.422796,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,35,20002.52024125662
1707,14283,38.0,4.3,12.396967,76.683067,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,33,20002.52024125662
1708,38953,20.0,4.9,21.170437,72.784209,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,18,20002.52024125662
1709,35800,28.0,4.9,13.059096,77.720625,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.52024125662
1710,17,35.0,4.3,21.250522,72.861477,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,38,20002.52024125662
1711,37235,39.0,4.1,30.983988,75.952739,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.52024125662
1712,14206,33.0,4.2,13.003041,77.773237,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.52024125662
1713,21656,26.0,5.0,11.066298,77.022076,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,18,20002.52024125662
1714,8277,27.0,4.7,27.023483,75.913139,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,20002.520241245456
1715,37352,33.0,4.6,20.006219,75.476017,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.520241245456
1716,35608,23.0,4.7,19.023517,72.84765,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.520241245456
1717,33208,36.0,4.7,13.148616,80.354151,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,41,20002.520241245456
1718,17249,31.0,4.9,10.063064,76.367589,Cloudy,Low,0,Drinks,motorcycle,0.0,No,,24,20002.520241245456
1719,7301,25.0,4.5,12.386967,76.673067,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,26,20002.520241245456
1720,21229,24.0,4.8,12.999096,77.660625,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.520241245456
1721,2602,24.0,4.5,18.583935,73.935367,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520241245456
1722,31421,26.0,5.0,22.731847,75.961991,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,24,20002.520241245456
1723,28431,29.0,4.8,15.606683,73.78575,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520241245456
1724,36852,38.0,4.7,11.111753,77.096241,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.520241245456
1725,18335,37.0,4.4,22.58796,88.399843,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,20002.520241245456
1726,29916,39.0,4.8,0.08,0.08,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520241241582
1727,3067,21.0,4.7,11.013008,76.98544,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520241241582
1728,23751,27.0,4.6,17.520448,78.508213,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,39,20002.520241241582
1729,2343,29.0,4.2,21.20276,72.828059,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520241241582
1730,11919,21.0,4.9,22.6291,88.480467,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,41,20002.520241241582
1731,43192,39.0,4.6,27.001927,75.887282,Sunny,Jam,1,Drinks,motorcycle,,No,Urban,16,20002.520241241582
1732,10063,21.0,4.8,21.295047,72.91859,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520241241582
1733,37252,28.0,4.7,18.676215,73.791081,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520241241582
1734,14526,24.0,4.8,12.327954,76.695169,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.520241241582
1735,11097,35.0,4.2,19.2193,72.935451,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,41,20002.520241241582
1736,30207,30.0,4.9,19.264567,72.858923,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,28,20002.520241239534
1737,23313,32.0,4.7,27.096431,75.916649,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.520241239534
1738,21020,34.0,4.8,26.932328,75.824257,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.520241239534
1739,20207,28.0,4.8,21.217729,72.828726,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,11,20002.520241239534
1740,9469,39.0,4.2,10.043064,76.347589,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520241239534
1741,13198,25.0,4.9,21.207735,72.818778,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,20002.520241239534
1742,17354,26.0,4.7,19.16114,72.843074,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,14,20002.520241239534
1743,43180,34.0,4.8,25.460317,81.841681,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,15,20002.520241239534
1744,12681,29.0,4.8,11.053669,77.026494,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520241239534
1745,31056,28.0,4.4,13.045801,80.290744,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,41,20002.520241239534
1746,6468,39.0,4.3,22.387898,73.247788,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,34,20002.520241239534
1747,24150,29.0,4.9,21.233434,72.864492,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,22,20002.520241225666
1748,25414,34.0,4.8,19.919631,75.363403,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.520241225666
1749,2373,,,15.644828,73.836883,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.520241225666
1750,28407,28.0,4.5,22.752634,75.916959,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.520241225666
1751,20078,35.0,4.6,22.855049,76.002471,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,29,20002.520241225666
1752,40686,28.0,4.8,17.491028,78.409645,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.520241225666
1753,12659,26.0,4.8,15.686561,73.893633,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,11,20002.520241225666
1754,32046,25.0,4.8,18.682718,73.863572,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.520241225666
1755,43290,35.0,4.6,11.090762,77.071876,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.520241225666
1756,27875,33.0,4.9,10.043064,76.347589,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,15,20002.520241225666
1757,25149,21.0,4.7,26.866156,75.8223,Cloudy,Low,1,Meal,scooter,,No,Metropolitian,15,20002.520241225666
1758,44867,23.0,5.0,13.161809,80.289104,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.520241225666
1759,21681,37.0,4.8,21.210096,72.829122,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,22,20002.52024021373
1760,16922,34.0,5.0,11.135083,77.125393,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,43,20002.52024021373
1761,376,34.0,4.2,18.590963,73.888972,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.52024021373
1762,11547,21.0,4.7,11.051753,77.036241,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.52024021373
1763,39381,22.0,4.8,18.606562,73.966485,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,20002.52024021373
1764,23614,23.0,,26.541617,80.383564,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.52024021373
1765,15638,33.0,4.8,22.5791,88.430467,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.52024021373
1766,9051,38.0,4.6,17.491028,78.409645,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.52024021373
1767,35512,35.0,4.1,22.755207,75.926059,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,,34,20002.52024021373
1768,28318,20.0,4.8,11.042477,77.015667,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,13,20002.52024021373
1769,11974,32.0,4.9,18.626216,73.952527,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,27,20002.520240190937
1770,33230,31.0,4.9,21.220522,72.831477,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.520240190937
1771,44851,30.0,4.3,22.361358,73.214798,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,36,20002.520240190937
1772,34762,36.0,4.5,10.089778,76.426106,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,20002.520240190937
1773,12075,28.0,4.8,17.471976,78.405883,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,20002.520240190937
1774,1298,33.0,4.5,18.623626,73.985101,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Urban,28,20002.520240190937
1775,31029,33.0,5.0,26.942312,75.856896,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.520240190937
1776,31353,21.0,5.0,17.451477,78.42035,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,11,20002.520240190937
1777,12250,26.0,4.7,19.1893,72.905451,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,27,20002.520240190937
1778,31107,29.0,4.6,21.255975,72.875503,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.520240190246
1779,29821,29.0,4.9,0.01,0.01,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520240190246
